categoria,categoriaF,categoriaS,ciudad,ciudadF,comunidad,comunidadF,contenido,creador,discapacidad,educacion,educacionF,educacionReq,educacionReqF,educacionS,email,empresaSocial,fechaCreacion,fechaCreacionBoost,fechaCreacionPortal,fechaRevision,id,jornada,jornadaF,localizacion,minExperiencia,oReq,oferta,origen,pais,paisF,paisS,provincia,provinciaF,provinciaLimitrofe,provinciaS,salarioMax,salarioMin,score,speState,speStateId,subcategoria,subcategoriaF,subcategoriaS,telefono,tipoContratoN,titulo,trabajosOfertados,url,verMail,verTelefono,web
17,INFORMÁTICA/TELECOMUNICACIONES,INFORMÁTICA/TELECOMUNICACIONES,28079,Madrid,13,MADRID,"Técnico de Comunicaciones en Madrid Seleccionamos técnico de comunicaciones para proyecto estable en Madrid   Somos un grupo de empresas tecnológicas, formado actualmente por unos 400 profesionales, en distintas áreas: desarrollo, sistemas, ingeniería automática, consultoría...   Para el área de redes y para uno de nuestros proyectos con importante empresa de primerísimo nivel, necesitamos incorporar el siguiente perfil:   TECNICO DE COMUNICACIONES Valorable Certificación CCNA Administración de Networking  Seguridad y Sistemas: Instalación y administración de dispositivos de red LAN/WAN (Cisco. Aruba, Hirschmann.) Securización de red con firewalls (Cisco FWSM, ASA, Checkpoint, Palo Alto). Administración de conexiones VPN Administración de redes Wifi usando Cisco WLC (Wireless LAN controller) y Cisco Prime. Monitorización de tráfico LAN/W",NA,False,6,"FP II, Ciclo de Grado Superior",NA,NA,"FP II, Ciclo de Grado Superior",NA,False,2018-11-03T00:10:00Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T17:24:14Z,1672323933,1,COMPLETA,"40.4167754,-3.7037902",1,NA,NA,TECNO_EMPLEO,724,ESPAÑA,ESPAÑA,28,MADRID,['MADRID'],MADRID,NA,NA,1.1720339,Activa,1,NA,NA,NA,NA,2,"Técnico de Comunicaciones, Madrid",1,https://www.tecnoempleo.com/tecnico-de-comunicaciones-madrid/lan-wan/rf-7eaeoeef9v738o7970wb?lang=es&utm_source=empleate,NA,NA,NA
06,COMERCIAL/VENTAS,COMERCIAL/VENTAS,41091,Sevilla,1,ANDALUCÍA,"PUESTO DE DELEGADO COMERCIAL CON ALTAS COMISIONES E INCENTIVOS POR OBJETIVOS DE VENTAS (NO IMPORTA LUGAR DE RESIDENCIA). Fabricante de Productos Químicos orientados a la pequeña, mediana y gran empresa, con 40 años de presencia en el mercado. Contamos con un catálogo de más de 300 fabricados de primera necesidad para todos los sectores de actividad. CLIENTES: -Empresas de Construcción, Ayuntamiento, Hostelería, Colegio, Talleres, Lavaderos de Vehículo, Conserveras, Industrias Cárnicas, Secaderos de jamones, Mataderos, Fábricas de Embutidos, Empresas de Transporte, Campos de Golf, Ganaderías, Agricultura, Almazaras, Cooperativas, Bodegas, Navieras, Embarcaciones deportivas, Automoción, Piscifactorías e Industrias en general. DIVISIONES: -Hostelería y Alimentación -Industria y Talleres -Construcción y Obra Pública NECESITAMOS: -DELEGADOS/AS COMERCIALES REQUERIMOS: -Exper",NA,False,NA,NA,NA,NA,NA,NA,False,2018-10-30T14:49:01Z,2018-10-30T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T17:24:37Z,1669523574,1,COMPLETA,"37.3890924,-5.9844589",NA,NA,NA,INSERTIA,724,ESPAÑA,ESPAÑA,41,SEVILLA,['SEVILLA'],SEVILLA,NA,25000,1.1720339,Activa,1,06001,AGENTES COMERCIALES/REPRESENTANTES,AGENTES COMERCIALES/REPRESENTANTES,NA,3,DELEGADO/A COMERCIAL CON ALTAS COMISIONES+INCENTIVOS,1,https://www.insertia.net/empleo/oferta-de-empleo_delegadoa-comercial-con-altas-comisionesincentivos-en-sevilla_ref_28694446.html,NA,NA,NA
06,COMERCIAL/VENTAS,COMERCIAL/VENTAS,06015,Badajoz,11,EXTREMADURA,"PUESTO DE DELEGADO COMERCIAL CON ALTAS COMISIONES E INCENTIVOS POR OBJETIVOS DE VENTAS (NO IMPORTA LUGAR DE RESIDENCIA). Fabricante de Productos Químicos orientados a la pequeña, mediana y gran empresa, con 40 años de presencia en el mercado. Contamos con un catálogo de más de 300 fabricados de primera necesidad para todos los sectores de actividad. CLIENTES: -Empresas de Construcción, Ayuntamiento, Hostelería, Colegio, Talleres, Lavaderos de Vehículo, Conserveras, Industrias Cárnicas, Secaderos de jamones, Mataderos, Fábricas de Embutidos, Empresas de Transporte, Campos de Golf, Ganaderías, Agricultura, Almazaras, Cooperativas, Bodegas, Navieras, Embarcaciones deportivas, Automoción, Piscifactorías e Industrias en general. DIVISIONES: -Hostelería y Alimentación -Industria y Talleres -Construcción y Obra Pública NECESITAMOS: -DELEGADOS/AS COMERCIALES REQUERIMOS: -Exper",NA,False,NA,NA,NA,NA,NA,NA,False,2018-10-30T11:00:37Z,2018-10-30T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T17:24:32Z,1669098223,1,COMPLETA,"38.8794495,-6.9706535",NA,NA,NA,INSERTIA,724,ESPAÑA,ESPAÑA,6,BADAJOZ,['BADAJOZ'],BADAJOZ,NA,25000,1.1720339,Activa,1,06001,AGENTES COMERCIALES/REPRESENTANTES,AGENTES COMERCIALES/REPRESENTANTES,NA,3,DELEGADO/A COMERCIAL CON ALTAS COMISIONES+INCENTIVOS,1,https://www.insertia.net/empleo/oferta-de-empleo_delegadoa-comercial-con-altas-comisionesincentivos-en-badajoz_ref_28694438.html,NA,NA,NA
17,INFORMÁTICA/TELECOMUNICACIONES,INFORMÁTICA/TELECOMUNICACIONES,48901,Derio,16,PAÍS VASCO,"Técnico de Comunicaciones en Bizkaia Seleccionamos técnico de comunicaciones para proyecto estable en Vizcaya Somos un grupo de empresas tecnológicas, formado actualmente por unos 400 profesionales, en distintas áreas: desarrollo, sistemas, ingeniería automática, consultoría... Para el área de redes y para uno de nuestros proyectos con importante empresa de primerísimo nivel, necesitamos incorporar el siguiente perfil: Técnico de comunicaciones Conocimientos imprescindibles:  Titulación universitaria (superior o técnica) . Certificación CCNA Administración de Networking, Seguridad y Sistemas:Instalación y administración de dispositivos de red LAN/WAN (Cisco. Aruba, Hirschmann.) Securización de red con firewalls (Cisco FWSM, ASA, Checkpoint, Palo Alto). Administración de conexiones VPNAdministración de redes Wifi usando Cisco WLC (Wireless LAN control",NA,False,6,"FP II, Ciclo de Grado Superior",NA,NA,"FP II, Ciclo de Grado Superior",NA,False,2018-11-03T00:10:02Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T17:24:16Z,1672323934,1,COMPLETA,"43.2955357,-2.8849016",1,NA,NA,TECNO_EMPLEO,724,ESPAÑA,ESPAÑA,48,VIZCAYA,['VIZCAYA'],VIZCAYA,NA,NA,1.1720339,Activa,1,NA,NA,NA,NA,2,"Técnico de Comunicaciones, Bizkaia",1,https://www.tecnoempleo.com/tecnico-de-comunicaciones-bizkaia/cisco-wlan-lan-wan/rf-8feexafd2cf3103af1ye?lang=es&utm_source=empleate,NA,NA,NA
17,INFORMÁTICA/TELECOMUNICACIONES,INFORMÁTICA/TELECOMUNICACIONES,28022,Boadilla del Monte,13,MADRID,"Programador Automatizaciones en Madrid Buscamos tres Desarrolladores de Automatizaciones de Procesos, con al menos 3 años de experiencia en las siguientes tareas Actividades o funciones a realizar: - Desarrollo de automatizaciones de procesos de la operativa de gestión de accesos, altas, bajas, modificaciones de usuarios, resolución de incidencias y optimización de los diferentes sistemas. - Definición y verificación de los flujos de Automatizaciones. - Optimización, Gestión y Mantenimiento del inventario de automatismos. - Redacción y mantenimiento de manuales. Tecnologías en las que tiene que tener experiencia o altos conocimientos: - Experiencia en sistemas GNU-Linux / UNIX. - Scripting: Shell, bash/sh. - Entorno Python. - Entorno .NET (Visual Studio: C#, Visual Basic). - Valorable conocimientos servicios web: SOAP / WSDL, API REST, Soap UI. Valorable: Inglés a nivel de conversación. Lugar de trabajo",NA,False,6,"FP II, Ciclo de Grado Superior",06024,"Otras Titulaciones (FP 2, ciclos grado superior)","FP II, Ciclo de Grado Superior",NA,False,2018-11-03T00:26:35Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T17:26:05Z,1672334575,1,COMPLETA,"40.4122794,-3.8887699",1,NA,NA,TECNO_EMPLEO,724,ESPAÑA,ESPAÑA,28,MADRID,['MADRID'],MADRID,NA,NA,1.1720339,Activa,1,17001,ANALISTAS/PROGRAMADORES,ANALISTAS/PROGRAMADORES,NA,2,"Programador Automatizaciones, Madrid",1,https://www.tecnoempleo.com/programador-automatizaciones-madrid/shell-script-c-python-linux-bash-visua/rf-f40esf93em9068ebc1b6?lang=es&utm_source=empleate,NA,NA,NA
17,INFORMÁTICA/TELECOMUNICACIONES,INFORMÁTICA/TELECOMUNICACIONES,41091,Sevilla,1,ANDALUCÍA,"Desarrollador Senior Angular en Sevilla Oblumi es una empresa joven y dinámica que gracias al desarrollo de productos con una inusual combinación de hardware y software ofrece soluciones enfocadas al eHealth con un alto grado de innovación. Con sede en Sevilla, en unas modernas y recientemente estrenadas instalaciones, contamos con un equipo multidisciplinar e innovador. Buscamos: Un desarrollador Senior full stack con altos conocimientos y experiencia en Angular, Javascript y/o Typescript, Node.js y Mongo DB así como en desarrollo de aplicaciones móviles. Si cumples estos requisitos, te encajan los tiempos, te apasionan la tecnologías y te gustan los retos, no dudes en dejarnos tus datos. Requisitos mínimos: - Desarrollo web (HTML5, CSS3, JavaScript) - Angular - Javascript y/o Typescript - Node.js - MongoDB Se valorará: - Experiencia en Nativescript - Experiencia en desarrollo / publicación de aplicaciones móviles (",NA,False,7,Diplomado o Ingeniero Técnico,07001,Arquitecto técnico,Diplomado o Ingeniero Técnico,NA,False,2018-11-03T00:09:33Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T17:23:42Z,1672323926,1,COMPLETA,"37.3890924,-5.9844589",1,NA,NA,TECNO_EMPLEO,724,ESPAÑA,ESPAÑA,41,SEVILLA,['SEVILLA'],SEVILLA,NA,24000,1.1720339,Activa,1,17001,ANALISTAS/PROGRAMADORES,ANALISTAS/PROGRAMADORES,NA,2,"Desarrollador Senior Angular, Sevilla",1,https://www.tecnoempleo.com/desarrollador-senior-angular-sevilla/angular-javascript-typescript-natives/rf-32cbt7616f06d2dc73g2?lang=es&utm_source=empleate,NA,NA,NA
17,INFORMÁTICA/TELECOMUNICACIONES,INFORMÁTICA/TELECOMUNICACIONES,08019,Barcelona,9,CATALUÑA,"Java Developer en Barcelona Fed up of meaningless IT projects? Tired of jobs that bring neither good money nor satisfaction? Join our team that Atlassian Experts! Together, we will make a change! WHAT WE NEED: - Strong knowledge of software architecture - Proficiency in Agile software development - Knowledge of design patterns - At least basic knowledge of functional programming - Experience in Scala, or at least Java 8 Must-have skills: SBT, Maven, REST, SQL, Guice/Spring IoC, good written and spoken English. Will-be-a-plus skills: Atlassian frameworks, Scala knowledge, Play Framework, MongoDB, ReactiveMongo, Akka http, React.js, Webpack. DAILY SCHEDULE: - Developing of new addon for JIRA server from scratch. - Implementing new features and improvements for Play App for JIRA cloud. - Developing of React.js front-end App. Tech-stack of the project: Scala, Maven, SBT, OSGI, Play Framework, Akka, Jersey, Guice, Active Objects, ReactiveMongo, React.js, Flux, Webpack. WHO ARE WE? iDalko is",NA,False,6,"FP II, Ciclo de Grado Superior",06024,"Otras Titulaciones (FP 2, ciclos grado superior)","FP II, Ciclo de Grado Superior",NA,False,2018-11-03T00:26:26Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T17:25:54Z,1672334574,1,COMPLETA,"41.3850639,2.1734035",1,NA,NA,TECNO_EMPLEO,724,ESPAÑA,ESPAÑA,8,BARCELONA,['BARCELONA'],BARCELONA,NA,NA,1.1720339,Activa,1,17001,ANALISTAS/PROGRAMADORES,ANALISTAS/PROGRAMADORES,NA,2,"Java Developer, Barcelona",5,https://www.tecnoempleo.com/java-developer-barcelona/java-scala-react-js/rf-20f9zf8eb632ac88b6d1?lang=es&utm_source=empleate,NA,NA,NA
14,ELECTRICIDAD/ELECTRÓNICA/ENERGÍA,ELECTRICIDAD/ELECTRÓNICA/ENERGÍA,47186,Valladolid,8,CASTILLA Y LEÓN,"Faster ETT busca Frigorista Oficial de 1ª para realizar el mantenimiento Eléctrico y de Climatización tanto preventivo y como correctivo de instalaciones de Climatización y Electricidad en modalidad de Asistencia Técnica de varias instalaciones situadas en Valladolid pudiendo también trasladarse a alrededores (Soria, Palencia y Segovia) utilizando furgoneta de la empresa. Incorporación inmediata",NA,False,5,"FP I, Ciclo de Grado Medio",05025,"Otras Titulaciones (FP 1, ciclos grado medio)","FP I, Ciclo de Grado Medio",NA,False,2018-11-03T00:09:31Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T17:24:25Z,1672323925,1,COMPLETA,"41.652251,-4.724532099999999",3,NA,NA,INSERTIA,724,ESPAÑA,ESPAÑA,47,VALLADOLID,['VALLADOLID'],VALLADOLID,NA,NA,1.1720339,Activa,1,14004,FRÍO Y CLIMATIZACIÓN,FRÍO Y CLIMATIZACIÓN,NA,3,Oficial 1ª de mantenimiento Frigorista,1,https://www.insertia.net/empleo/oferta-de-empleo_oficial-1-de-mantenimiento-frigorista-en-valladolid_ref_28694505.html,NA,NA,NA
06,COMERCIAL/VENTAS,COMERCIAL/VENTAS,23050,Jaén,1,ANDALUCÍA,"PUESTO DE DELEGADO COMERCIAL CON ALTAS COMISIONES E INCENTIVOS POR OBJETIVOS DE VENTAS (NO IMPORTA LUGAR DE RESIDENCIA). Fabricante de Productos Químicos orientados a la pequeña, mediana y gran empresa, con 40 años de presencia en el mercado. Contamos con un catálogo de más de 300 fabricados de primera necesidad para todos los sectores de actividad. CLIENTES: -Empresas de Construcción, Ayuntamiento, Hostelería, Colegio, Talleres, Lavaderos de Vehículo, Conserveras, Industrias Cárnicas, Secaderos de jamones, Mataderos, Fábricas de Embutidos, Empresas de Transporte, Campos de Golf, Ganaderías, Agricultura, Almazaras, Cooperativas, Bodegas, Navieras, Embarcaciones deportivas, Automoción, Piscifactorías e Industrias en general. DIVISIONES: -Hostelería y Alimentación -Industria y Talleres -Construcción y Obra Pública NECESITAMOS: -DELEGADOS/AS COMERCIALES REQUERIMOS: -Exper",NA,False,NA,NA,NA,NA,NA,NA,False,2018-10-30T11:00:27Z,2018-10-30T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T17:24:44Z,1669098211,1,COMPLETA,"37.7795941,-3.784905699999999",NA,NA,NA,INSERTIA,724,ESPAÑA,ESPAÑA,23,JAÉN,['JAÉN'],JAÉN,NA,25000,1.1720339,Activa,1,06001,AGENTES COMERCIALES/REPRESENTANTES,AGENTES COMERCIALES/REPRESENTANTES,NA,3,DELEGADO/A COMERCIAL CON ALTAS COMISIONES+INCENTIVOS,1,https://www.insertia.net/empleo/oferta-de-empleo_delegadoa-comercial-con-altas-comisionesincentivos-en-jaen_ref_28694444.html,NA,NA,NA
17,INFORMÁTICA/TELECOMUNICACIONES,INFORMÁTICA/TELECOMUNICACIONES,28079,Madrid,13,MADRID,"Administrador de Sistemas,Bases de Datos en Madrid Desde Avansis Integración empresa con más de 25 años de experiencia en el sector IT está gestionando a cabo un proyecto muy importante del sector tecnológico. Buscamos una persona con ganas de crecer, estar involucrado en un proyecto interesante y donde va a tener gran autonomía y capacidad decisión en los proyectos, es un perfil con experiencia como Técnico/a de Sistemas y Administrador/a de Bases de Datos SQL Server, Virtualización en Hyper 2012 y monitorización Zabbix. El proyecto se encuentra ubicado en la zona de Las Rozas (Madrid) Perfil del puesto: - SQL Server 2012/2014 en Windows Failover Cluster y/o AlwaysOn - Otros motores de DB SQL o NoSQL: PosgreSQL, Oracle, Couchbase - Conocimiento de Administración de Sistemas (Centos/Red Hat). Automatización de tareas y scripting. - Virtualización: Hyper 2012 / 2012 R2 or/and Vsphere 5.5. - Monito",NA,False,7,Diplomado o Ingeniero Técnico,NA,NA,Diplomado o Ingeniero Técnico,NA,False,2018-11-03T00:26:22Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T17:25:49Z,1672334573,1,COMPLETA,"40.4167754,-3.7037902",1,NA,NA,TECNO_EMPLEO,724,ESPAÑA,ESPAÑA,28,MADRID,['MADRID'],MADRID,NA,NA,1.1720339,Activa,1,17002,SISTEMAS/SEGURIDAD/REDES,SISTEMAS/SEGURIDAD/REDES,NA,2,"Administrador de Sistemas,Bases de Datos, Madrid",1,https://www.tecnoempleo.com/administrador-de-sistemas-bases-de-datos-madrid/sql-server-db-sql-nosql-po/rf-a683i74f7c99bb1768m6?lang=es&utm_source=empleate,NA,NA,NA
17,INFORMÁTICA/TELECOMUNICACIONES,INFORMÁTICA/TELECOMUNICACIONES,28079,Madrid,13,MADRID,"UST Global is based in Aliso Viejo, California and has over 17,000 employees that work in 25 countries in Africa, North and South America, Asia and Europe. UST Global is a leading company in IT Services that provides large-scale solutions for big companies. The aim of UST Global is to lead companies through their digital transformation and thus to boost the value of their businesses. UST Global seeks for excellence in the client's experience, offering high quality and personalized services, guaranteeing both long-term success for the client and welfare and stability for the employees. Currently in Spain we're a team of over 800 professionals and in South America there are 100 employees working in our offices of Brazil, Colombia, Peru and Chile. We are looking for professionals that want to keep developing their career working in new projects, both in national and international teams for IT leading companies, growing professionally in UST Global and sharing with us their knowledge and p",NA,False,6,"FP II, Ciclo de Grado Superior",06024,"Otras Titulaciones (FP 2, ciclos grado superior)","FP II, Ciclo de Grado Superior",NA,False,2018-11-03T00:09:26Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T17:24:18Z,1672323924,1,COMPLETA,"40.4167754,-3.7037902",3,NA,NA,INSERTIA,724,ESPAÑA,ESPAÑA,28,MADRID,['MADRID'],MADRID,NA,NA,1.1720339,Activa,1,17001,ANALISTAS/PROGRAMADORES,ANALISTAS/PROGRAMADORES,NA,2,Business Analyst international,1,https://www.insertia.net/empleo/oferta-de-empleo_business-analyst-international-en-madrid_ref_28694506.html,NA,NA,NA
06,COMERCIAL/VENTAS,COMERCIAL/VENTAS,28079,Madrid,13,MADRID,"RE/MAX Visión es la compañía de servicios inmobiliarios líder mundial, con más de 110.000 agentes asociados en 101 países de los 5 continentes, y con gran implantación en España, con 100 oficinas operativas y más de mil quinientos agentes asociados. Te ofrecemos: • Poder llegar a ser un profesional inmobiliario de éxito en un plazo corto de tiempo, según la valía de cada candidato. • Formar parte de la oficina inmobiliaria líder en la zona • La formación y el entrenamiento que necesitas para despegar en el mundo profesional inmobiliario • La máxima remuneración posible como profesional inmobiliario. El éxito de los asesores inmobiliarios RE/MAX está en trabajar un sistema de gestión de ventas inmobiliarias totalmente profesionalizado y donde los agentes reciben la máxima remuneración por su trabajo. La oficina forma a sus candidatos para ser",NA,False,3,"ESO, EGB, Graduado Escolar",NA,NA,"ESO, EGB, Graduado Escolar",NA,False,2018-06-13T12:22:40Z,2018-06-13T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T17:23:34Z,1498193565,1,COMPLETA,"40.4167754,-3.7037902",1,NA,NA,INSERTIA,724,ESPAÑA,ESPAÑA,28,MADRID,['MADRID'],MADRID,NA,1500,1.1720339,Activa,1,06001,AGENTES COMERCIALES/REPRESENTANTES,AGENTES COMERCIALES/REPRESENTANTES,NA,3,Asesores Inmobiliarios,5,https://www.insertia.net/empleo/oferta-de-empleo_asesores-inmobiliarios-en-madrid_ref_28681275.html,NA,NA,NA
14,ELECTRICIDAD/ELECTRÓNICA/ENERGÍA,ELECTRICIDAD/ELECTRÓNICA/ENERGÍA,01059,Vitoria-Gasteiz,16,PAÍS VASCO,"Buscamos para empresa situada en Vitoria personal con formación y experiencia de mantenimiento, mecánico o eléctrico. Las personas seleccionadas contarán con formación profesional superior de mantenimiento y servicios a la producción, electricidad y electrónica, mecátronica o similares. Además, se valorará experiencia relacionada con el puesto: mantenimiento preventivo y correctivo de las instalaciones, puesta a punto, etc. El puesto tiene clara vocación de estabilidad, con desarrollo dentro de la empresa y se trabaja a dos turnos de lunes a viernes.",NA,False,6,"FP II, Ciclo de Grado Superior",06024,"Otras Titulaciones (FP 2, ciclos grado superior)","FP II, Ciclo de Grado Superior",NA,False,2018-11-03T00:07:48Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T17:23:04Z,1672322536,1,COMPLETA,"42.8591656,-2.681791800000001",2,NA,NA,INSERTIA,724,ESPAÑA,ESPAÑA,1,ÁLAVA,['ÁLAVA'],ÁLAVA,NA,NA,1.1720339,Activa,1,14001,ELECTRICIDAD,ELECTRICIDAD,NA,2,PERSONAL DE MANTENIMIENTO MECANICO / ELECTRICO,2,https://www.insertia.net/empleo/oferta-de-empleo_personal-de-mantenimiento-mecanico--electrico-en-alava_ref_28694511.html,NA,NA,NA
18,INGENIERÍA/CALIDAD/CIENCIAS,INGENIERÍA/CALIDAD/CIENCIAS,28079,Madrid,13,MADRID,"Ingeniero de Comunicaciones en Madrid Descripción Ingeniero de comunicaciones Perfil Ingeniero técnico/superior en Informática o Telecomunicaciones Funciones Despliegue y operación en entornos de redes IP de comunicaciones. Conocimientos Experto en routers y switches Cisco Experto en routing OSPF y BGP. Experto en redes L2: SPT, VXLAN. Experiencia con FWs Fortigate y PaloAlto. Experiencia con Balanceadores NetScaler. Conocimientos de IPSec, GRE, SSL-VPN. Conocimientos de HSRP/VRRP. Conocimientos de redes Wifi (preferiblemente con experiencia con AeroHive). Experiencia en monitorización de elementos de red. Capacidad para interpretar capturas de tráfico Ingles B2 Experiencia Entre 5 y 10 años en servicios y tareas similares Valorable experiencia en proyectos internacionales Experiencia en entornos multi-equipo bajo fuerte presión Cisco, OSPF, BGP, SPT, VXLAN, PaloAlto, NetScaler,",NA,False,7,Diplomado o Ingeniero Técnico,NA,NA,Diplomado o Ingeniero Técnico,NA,False,2018-11-03T00:26:20Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T17:25:47Z,1672334572,1,COMPLETA,"40.4167754,-3.7037902",1,NA,NA,TECNO_EMPLEO,724,ESPAÑA,ESPAÑA,28,MADRID,['MADRID'],MADRID,NA,NA,1.1720339,Activa,1,18003,INGENIERÍAS,INGENIERÍAS,NA,2,"Ingeniero de Comunicaciones, Madrid",1,https://www.tecnoempleo.com/ingeniero-de-comunicaciones-madrid/cisco-ospf-bgp-spt-vxlan-paloalto-netsc/rf-880aqde60gf35v3e5etd?lang=es&utm_source=empleate,NA,NA,NA
17,INFORMÁTICA/TELECOMUNICACIONES,INFORMÁTICA/TELECOMUNICACIONES,28079,Madrid,13,MADRID,"Ingeniero de QA software IoT en Madrid Nuestro cliente, una empresa con oficinas centrales en USA dedicada a la seguridad Industrial, se encuentra en fase de expansión internacional. Para la apertura de la nueva filial en Madrid, están buscando ingenieros de QA que quieran formar parte de su equipo multinacional. ¿QUÉ BUSCAMOS? Deseamos conocer perfiles con al menos 3 años de experiencia como ingeniero de QA. ¿QUÉ HARÁS? - Diseñar, documentar, planificar, y ejecutar planes de pruebas sobre los sistemas de la compañía. - Documentar problemas encontrados, reportarlos adecuadamente al equipo de y participar proactivamente en su resolución. - Implementar la automatización de las pruebas que sea necesarias. REQUISITOS - Familiarización con lenguaje de programación Python. - Familiarizado con el concepto de integración continua y herramientas de testing automatizado como Selenium.",NA,False,6,"FP II, Ciclo de Grado Superior",NA,NA,"FP II, Ciclo de Grado Superior",NA,False,2018-11-03T00:09:25Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T17:23:33Z,1672323923,1,COMPLETA,"40.4167754,-3.7037902",1,NA,NA,TECNO_EMPLEO,724,ESPAÑA,ESPAÑA,28,MADRID,['MADRID'],MADRID,NA,NA,1.1720339,Activa,1,17005,MICROINFORMATICA/ASISTENCIA TÉCNICA,MICROINFORMATICA/ASISTENCIA TÉCNICA,NA,2,"Ingeniero de QA software IoT, Madrid",1,https://www.tecnoempleo.com/ingeniero-de-qa-software-iot-madrid/python-iot/rf-11bec849fo73arcf81pd?lang=es&utm_source=empleate,NA,NA,NA
06,COMERCIAL/VENTAS,COMERCIAL/VENTAS,28079,Madrid,13,MADRID,"Buscamos un/a promotor/a con experiencia y disponibilidad de incorporación inmediata, para realizar las funciones de promoción, asesoramiento y venta de productos de sonido de uno de nuestros clientes. En estos momentos tenemos dos campañas de SONIDO en diferentes zonas Madrid. CAMPAÑA 20/11 al 05/01 ECI POZUELO, ECI SANCHINARRO, CAMPO DE LAS NACIONES, PRINCESA Horario: - Martes y miércoles de 17h a 21h - Jueves, viernes y sábados de 11h a 14h y de 16h a 21h CAMPAÑA del 10/11 al 07/01, ECI CASTELLANA, POZUELO, GOYA Horario: - Lunes, viernes, sábados y domingos de 10h a 14h y de 17h a 21h Buscamos una persona extrovertida, con amplios conocimientos en nuevas tecnologías (ordenadores, smartphones, cámaras fotográficas, PAE) , y disponibilidad en cuanto incorporación y horarios de trabajo.",NA,False,3,"ESO, EGB, Graduado Escolar",NA,NA,"ESO, EGB, Graduado Escolar",NA,False,2018-11-03T00:07:52Z,2018-11-03T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T17:23:06Z,1672322546,2,PARCIAL,"40.4167754,-3.7037902",2,NA,NA,INSERTIA,724,ESPAÑA,ESPAÑA,28,MADRID,['MADRID'],MADRID,NA,NA,1.1720339,Activa,1,06003,VENDEDORES,VENDEDORES,NA,NA,Promotor Vendedor SONIDO - MADRID,2,https://www.insertia.net/empleo/oferta-de-empleo_promotor-vendedor-sonido---madrid-en-madrid_ref_28694519.html,NA,NA,NA
06,COMERCIAL/VENTAS,COMERCIAL/VENTAS,21041,Huelva,1,ANDALUCÍA,"PUESTO DE DELEGADO COMERCIAL CON ALTAS COMISIONES E INCENTIVOS POR OBJETIVOS DE VENTAS (NO IMPORTA LUGAR DE RESIDENCIA). Fabricante de Productos Químicos orientados a la pequeña, mediana y gran empresa, con 40 años de presencia en el mercado. Contamos con un catálogo de más de 300 fabricados de primera necesidad para todos los sectores de actividad. CLIENTES: -Empresas de Construcción, Ayuntamiento, Hostelería, Colegio, Talleres, Lavaderos de Vehículo, Conserveras, Industrias Cárnicas, Secaderos de jamones, Mataderos, Fábricas de Embutidos, Empresas de Transporte, Campos de Golf, Ganaderías, Agricultura, Almazaras, Cooperativas, Bodegas, Navieras, Embarcaciones deportivas, Automoción, Piscifactorías e Industrias en general. DIVISIONES: -Hostelería y Alimentación -Industria y Talleres -Construcción y Obra Pública NECESITAMOS: -DELEGADOS/AS COMERCIALES REQUERIMOS: -Exper",NA,False,NA,NA,NA,NA,NA,NA,False,2018-10-30T11:00:29Z,2018-10-30T00:00:00Z,2018-11-02T00:00:00Z,2018-11-04T17:24:39Z,1669098213,1,COMPLETA,"37.261421,-6.9447224",NA,NA,NA,INSERTIA,724,ESPAÑA,ESPAÑA,21,HUELVA,['HUELVA'],HUELVA,NA,25000,1.1720339,Activa,1,06001,AGENTES COMERCIALES/REPRESENTANTES,AGENTES COMERCIALES/REPRESENTANTES,NA,3,DELEGADO/A COMERCIAL CON ALTAS COMISIONES+INCENTIVOS,1,https://www.insertia.net/empleo/oferta-de-empleo_delegadoa-comercial-con-altas-comisionesincentivos-en-huelva_ref_28694443.html,NA,NA,NA
